PROLIFIC_PID,totalTime,subj2LR_posOC,subj2LR_negOC,subj2p0_3prm,subj2NLL_biasedOC,subj2LR_biasedOC,subj2LRTp_biasedOC,qa:dec_%rt<300,qa:dec_%rt>10000,qa:dec_%Conseqs,qa:dec_instruxDur,qa:frat_%rt<300,qa:frat_%rt>10000,qa:frat_%Conseqs,qa:frat_instruxDur,qa:blurEv
5f2f86864fd821374b4367bc,317.618,0.0768924528910137,0.8354814938501053,4.53978687024344e-05,209.6316592708536,-0.7585890409590915,0.1311636420261417,0.7803030303030303,0.0075757575757575,0.8712121212121212,2.0,0.0,0.0,0.8333333333333334,0.6,0.0
61492ac26b91b5b11ba2c88b,504.727,0.102057707655235,0.1245136904672408,4.53978687024344e-05,197.50424802806688,-0.0224559828120057,1.4604365410558609e-06,0.0,0.0,0.1590909090909091,7.36,0.0,0.0,0.0,29.62,0.0
60234c1d5a0cf81cba76ce5d,1140.393,4.53978687024344e-05,0.9999546021312976,4.53978687024344e-05,212.44607863970765,-0.9999092042625952,1.0,0.0,0.053030303030303,0.1590909090909091,22.99,0.0,0.3333333333333333,0.0,56.12,0.0
6362aca86b740b1ec4cb6efb,635.299,4.53978687024344e-05,0.9999546021312976,4.53978687024344e-05,212.4505718254471,-0.9999092042625952,1.0,0.3712121212121212,0.0075757575757575,0.2045454545454545,1.86,0.0,0.1666666666666666,0.0,65.18,4.0
60fcd2b146529d02f1566012,442.68,4.53978687024344e-05,0.9999546021312976,4.53978687024344e-05,212.4525706976357,-0.9999092042625952,1.0,0.0,0.0,0.3863636363636363,7.45,0.0,0.0,0.3333333333333333,24.14,0.0
63ed12d2c25b08ba24fe8a41,496.667,0.3048213019173956,0.8004117373413524,0.2123659761579248,186.27009458981752,-0.4955904354239567,2.5206241986876416e-11,0.0,0.0,0.2196969696969697,6.32,0.0,0.0,0.3333333333333333,16.07,1.0
5d412a9013864b0015b14b31,324.832,0.0114210478325176,4.53978687024344e-05,4.53978687024344e-05,211.53940283861965,0.0113756499638151,0.6121527860372009,0.6590909090909091,0.0,0.3484848484848485,4.58,0.0,0.0,0.0,19.13,0.0
63d2bc12a843f8466a8f83e0,546.348,0.038449971778845,0.9999546021312976,0.7962182661963425,197.16597751919755,-0.9615046303524526,1.0523042628321405e-06,0.0075757575757575,0.0,0.4318181818181818,13.8,0.0,0.0,0.0,71.33,1.0
610b416fd4f5d1dcfaa28d7a,465.434,0.3253007844036287,0.9999546021312976,4.53978687024344e-05,195.25444605788488,-0.6746538177276689,1.6448235058402374e-07,0.0,0.0,0.2424242424242424,10.85,0.0,0.0,0.1666666666666666,12.14,0.0
63d9f31dba727de153019798,336.128,0.9999546021312976,4.53978687024344e-05,0.9999546021312976,126.65347138401606,0.9999092042625952,5.788309944493598e-37,0.6666666666666666,0.0,0.553030303030303,5.47,0.0,0.0,0.8333333333333334,21.47,0.0
620bdd8ca922fc3f247f6c82,335.259,4.53978687024344e-05,0.9999546021312976,4.53978687024344e-05,212.44671388031043,-0.9999092042625952,1.0,0.2575757575757575,0.0,0.2651515151515151,3.28,0.1666666666666666,0.0,0.1666666666666666,5.62,0.0
62ec219e5f3634408fb35580,462.284,4.53978687024344e-05,0.4154270215552467,0.1885039312485108,211.6826744195532,-0.4153816236865442,0.6762229225444913,0.1893939393939394,0.0,0.3863636363636363,10.25,0.0,0.0,0.0,29.29,0.0
594936ad4152bf0001bfd5cd,407.559,0.0440354754064234,0.9999546021312976,0.4466659022641462,206.8029047870185,-0.9559191267248742,0.0102767013475647,0.0,0.0,0.3181818181818182,6.83,0.0,0.0,0.0,10.92,0.0
63d842d3e9626bd5fe5c17b1,675.732,4.53978687024344e-05,0.4398406789928611,0.705287300663587,202.9414989425416,-0.4397952811241586,0.0002722803325371,0.803030303030303,0.0,0.7121212121212122,9.1,0.0,0.0,0.0,47.24,1.0
631bc422eec20143118ad66b,316.584,0.9999546021312976,0.1903578363632212,0.2087917158325946,161.71564724710868,0.8095967657680764,7.541881563848149e-22,0.8560606060606061,0.0,0.5151515151515151,6.89,0.0,0.0,0.5,4.68,1.0
58016c9f551314000145af58,471.173,0.0329730516004658,4.53978687024344e-05,4.53978687024344e-05,207.56476842880397,0.0329276537317634,0.0207007463587484,0.5909090909090909,0.0,0.5378787878787878,7.46,0.0,0.0,0.1666666666666666,21.06,2.0
