PROLIFIC_PID,tr_totalTime,tr_rat_mean,tr_rat_std,tr_rat_r1r2_corr_r,tr_rat_r1r2_corr_p,tr_qa:rat_%rt<300,tr_qa:rat_%rt>10000,tr_qa:rat_%Conseqs,tr_qa:rat_instruxDur,tr_qa:rat_blurEv,tr_qa:dec_%rt<300,tr_qa:dec_%rt>10000,tr_qa:dec_%Conseqs,tr_qa:dec_instruxDur,tr_qa:dec_blurEv,tr_frat_r1r2_corr_r,tr_frat_r1r2_corr_p,tr_qa:frat_%rt<300,tr_qa:frat_%rt>10000,tr_qa:frat_%Conseqs,tr_qa:frat_instruxDur,rw_totalTime,rw_qa:dec_%rt<300,rw_qa:dec_%rt>10000,rw_qa:dec_%Conseqs,rw_qa:dec_instruxDur,rw_qa:frat_%rt<300,rw_qa:frat_%rt>10000,rw_qa:frat_%Conseqs,rw_qa:frat_instruxDur,rw_qa:blurEv,subj2LR_pre,subj2LR_post,subj2p0_4prm,subj2D_4prm,subj2NLL_biasedOC,subj2LRTp_biasedOC
62ec219e5f3634408fb35580,580.123,4.433333333333334,2.36762533301072,0.9019710890431288,1.0088903027443758e-11,0.0,0.0,0.2166666666666666,10.15,0.0,0.0303030303030303,0.0,0.4015151515151515,92.04,0.0,0.9240300408519946,1.752515655257651e-05,0.0,0.0,0.0833333333333333,9.87,462.284,0.1893939393939394,0.0,0.3863636363636363,10.25,0.0,0.0,0.0,29.29,0.0,0.3019536817295413,0.2003747281820166,0.267727515037568,0.9218854723449158,375.3106189232243,2.326712694189401e-23
594936ad4152bf0001bfd5cd,676.363,4.8,0.5142049977013226,0.8790490729915331,1.651842160055644e-10,0.0,0.0,0.5666666666666667,10.48,0.0,0.0,0.0,0.3257575757575757,79.41,0.0,0.5024862830384333,0.0959314692546617,0.0,0.0,0.1666666666666666,16.25,407.559,0.0,0.0,0.3181818181818182,6.83,0.0,0.0,0.0,10.92,0.0,0.6042848505586175,0.541178712974256,0.0802250732399002,0.9999546021312976,339.88551820051555,7.353700816902378e-39
63d842d3e9626bd5fe5c17b1,465.26,5.0,0.0,,,0.2,0.0,0.9833333333333332,6.34,1.0,0.4696969696969697,0.0,0.6515151515151515,81.43,0.0,,,0.0,0.0,0.3333333333333333,12.38,675.732,0.803030303030303,0.0,0.7121212121212122,9.1,0.0,0.0,0.0,47.24,1.0,0.031725861725191,0.0167037477480947,1.0,0.9999546021312976,393.8820572873231,3.401415359876417e-15
631bc422eec20143118ad66b,623.131,6.316666666666666,2.3397208776498823,0.3903660002865512,0.0329485750026988,0.0,0.0,0.1833333333333333,21.99,0.0,0.4848484848484848,0.0,0.4469696969696969,135.32,1.0,0.5445247005394181,0.0671707368931895,0.0,0.0,0.3333333333333333,8.66,316.584,0.8560606060606061,0.0,0.5151515151515151,6.89,0.0,0.0,0.5,4.68,1.0,0.3952466592445387,0.0250476064606847,0.2654545168169557,0.047033527124469,365.13805276656495,8.110404238691095e-28
58016c9f551314000145af58,787.676,4.816666666666666,0.8334463200240203,0.7516773990357879,1.6845778022336029e-06,0.0,0.0,0.3666666666666666,20.34,0.0,0.0757575757575757,0.0,0.2727272727272727,174.71,0.0,0.7448044896552724,0.0054499344503514,0.0,0.0,0.0833333333333333,4.06,471.173,0.5909090909090909,0.0,0.5378787878787878,7.46,0.0,0.0,0.1666666666666666,21.06,2.0,0.1050055522388094,0.0338358427485763,-0.1326440283152739,0.2587685027985463,417.4470082936997,0.0001140137908401
63d1c10210ce566ce71616e8,576.004,1.8833333333333333,1.354110711577543,0.2738591217106548,0.1430803014961939,0.0,0.0,0.4166666666666667,8.19,0.0,0.5984848484848485,0.0,0.3181818181818182,165.31,0.0,0.0736313913357908,0.8201012433956852,0.0,0.0,0.4166666666666667,14.54,419.72,0.4166666666666667,0.0,0.1439393939393939,5.71,0.0,0.0,0.1666666666666666,26.35,0.0,0.0205241621183545,0.0731313414190167,-0.0784615482883032,0.2541596671440482,421.6750057730824,0.0112006212141545
5e55e83cc65ccb5ed547cb04,849.288,3.933333333333333,2.3783391631853603,0.5525170204742224,0.0015453460148688,0.0,0.0,0.2,14.41,0.0,0.0151515151515151,0.0,0.1136363636363636,167.73,0.0,0.1390804904549582,0.6664068421034149,0.0,0.0,0.0,31.9,622.936,0.0227272727272727,0.0,0.0227272727272727,45.04,0.0,0.0,0.1666666666666666,50.17,0.0,0.080379906520048,0.1863984855808909,-0.1382409607232518,0.6131455732467602,417.947407285722,0.0001939917550623
63e5b3e89a3823139cb9d35e,657.417,5.133333333333334,2.235815300175123,0.38447677589717,0.0359241803718456,0.0,0.0,0.15,40.25,0.0,0.4015151515151515,0.0,0.2803030303030303,134.87,0.0,0.6118614236494304,0.034479980810914,0.0,0.0,0.25,42.93,335.92,0.803030303030303,0.0,0.7424242424242424,7.36,0.0,0.0,0.1666666666666666,6.21,1.0,0.1037942049346113,0.0764920636018431,0.3461726240144013,0.3852873134501468,414.9693254154124,8.400114147953934e-06
6400ea4cec0b310140841b2d,574.005,3.6,2.2639398686390853,0.8485481047475264,3.160934644271203e-09,0.0,0.0,0.1333333333333333,7.7,0.0,0.3333333333333333,0.0,0.1515151515151515,56.87,0.0,0.9504285966322146,2.168618322822135e-06,0.0,0.0,0.0833333333333333,4.16,438.28,0.2272727272727272,0.0,0.2272727272727272,10.95,0.0,0.0,0.0,15.38,0.0,0.1131817661964712,0.0889608805079346,-0.5713030494488129,0.4853273918631209,412.874756253673,9.466398685259575e-07
6352b3c968388ef86f3556db,633.379,5.166666666666667,2.0433162366451887,0.6817280529627138,3.3514927991046214e-05,0.0,0.0,0.0666666666666666,20.61,0.0,0.106060606060606,0.0,0.2348484848484848,71.35,0.0,0.5457878825534308,0.066412324452906,0.0,0.0,0.25,16.27,360.793,0.1439393939393939,0.0,0.4318181818181818,2.11,0.0,0.0,0.0,8.86,0.0,0.2779467337903877,4.53978687024344e-05,1.0,0.4056752515006782,353.07482939086304,4.2727583904232485e-33
63dc7b5bf451a34177b66c66,1163.551,4.683333333333334,1.545816296523902,-0.4109932346065582,0.0240583974034598,0.0,0.0333333333333333,0.1333333333333333,74.46,0.0,0.0909090909090909,0.0,0.2272727272727272,285.04,0.0,-0.5240974256643346,0.0802766252861273,0.0,0.0833333333333333,0.0833333333333333,32.34,459.587,0.2045454545454545,0.0,0.3787878787878788,8.47,0.0,0.0,0.0,19.5,0.0,0.3430408577608997,0.1242867376770731,-0.404850434486562,0.9694308081761694,355.86297317625343,7.080502984995001e-32
63d881ab484805569b553bd8,585.3,3.7666666666666666,2.036669486900134,0.5786407277758675,0.000808920358334,0.0,0.0,0.3,11.08,0.0,0.0909090909090909,0.0,0.0227272727272727,66.1,0.0,0.5968906638081337,0.040461682906597,0.0,0.0,0.25,8.12,533.905,0.1287878787878787,0.0,0.1136363636363636,4.48,0.0,0.0,0.0,28.24,0.0,4.53978687024344e-05,0.0196948851130096,0.2415545353033354,0.495042465935689,421.2314542186759,0.0068179676310263
63d43dc4b4b7a0e426a381cd,718.52,5.633333333333334,1.5290039592311828,0.5889326939891582,0.000617421268637,0.0,0.0,0.35,8.24,0.0,0.0151515151515151,0.0,0.5909090909090909,97.42,0.0,0.8874985629701009,0.0001171710967763,0.0,0.0,0.0833333333333333,8.92,534.733,0.0,0.0,0.3257575757575757,8.24,0.0,0.0,0.3333333333333333,19.36,0.0,0.2189862555164897,0.5951213550962258,0.9216458204366704,0.0047959529897343,374.5724536999044,1.1041138366526845e-23
5e7abb2c6c89e4000a180b4a,830.858,4.716666666666667,1.688361623512988,0.794124879055131,1.6250321461737086e-07,0.0,0.0,0.1166666666666666,25.13,0.0,0.0,0.0,0.6363636363636364,109.7,0.0,0.2578483140393151,0.418441939311109,0.0,0.0,0.0,27.36,526.602,0.0,0.0,0.4545454545454545,11.27,0.0,0.0,0.1666666666666666,30.92,0.0,0.6822350295071198,0.0554977886666124,-0.9172408709633004,0.9999546021312976,266.6275495157287,8.263515795643677e-71
63d42c21dc6f4d60e34cc337,602.312,4.216666666666667,2.278057949789441,0.5987845617147767,0.0004726563211458,0.0,0.0,0.1166666666666666,11.29,0.0,0.2954545454545454,0.0,0.1363636363636363,68.15,0.0,0.7637174416227143,0.003839424550995,0.0,0.0,0.0833333333333333,5.58,503.41,0.1893939393939394,0.0,0.1666666666666666,11.15,0.0,0.0,0.1666666666666666,33.53,0.0,4.53978687024344e-05,0.0271665679688791,0.8746879405974644,0.5216401701088702,388.3645281383436,1.2614035350099165e-17
62f6bc18e456bdf4bc90dd7b,829.322,4.383333333333334,2.1160537837728057,0.5807761692422942,0.0007653867388138,0.0,0.0833333333333333,0.1833333333333333,5.65,0.0,0.3333333333333333,0.0454545454545454,0.4621212121212121,65.48,0.0,0.9058414916072398,4.967593511779448e-05,0.0,0.0,0.1666666666666666,13.59,1462.01,0.4015151515151515,0.0227272727272727,0.5454545454545454,22.21,0.0,0.0,0.1666666666666666,297.74,1.0,0.0706691694743849,0.0921385035507796,-0.1828834679153206,0.1344814740767101,414.1946864588454,3.739698327010002e-06
63d6873b65a6170d64a652f6,490.148,4.616666666666666,1.121313797635774,0.3133197987954037,0.0918043320417678,0.0,0.0,0.2,8.34,0.0,0.3712121212121212,0.0,0.4318181818181818,62.88,0.0,0.5765196684585955,0.0497371227427325,0.0,0.0,0.1666666666666666,4.25,568.048,0.0075757575757575,0.0151515151515151,0.4924242424242424,6.47,0.0,0.3333333333333333,0.0,37.95,0.0,0.249488258863712,4.53978687024344e-05,1.0,4.53978687024344e-05,335.6265534401608,1.0147612289774086e-40
633fa968afc8d3d2c0d8745c,486.63,5.45,0.928366526098212,,,0.75,0.0,0.9333333333333332,18.46,0.0,0.4848484848484848,0.0075757575757575,0.4469696969696969,12.08,0.0,0.4542789501274428,0.1379179404686999,0.75,0.0,0.4166666666666667,22.64,449.022,0.1439393939393939,0.0,0.2651515151515151,12.07,0.0,0.0,0.0,10.57,0.0,4.53978687024344e-05,0.0068718874932538,0.438228884311942,0.9999546021312976,414.0976036057245,3.379578633376421e-06
5c3161130cfe9a00012f71ff,629.672,4.8,2.097617696340303,0.292838086090094,0.1163132752496526,0.0,0.0166666666666666,0.0333333333333333,40.95,0.0,0.5833333333333334,0.0,0.4090909090909091,102.28,0.0,0.290817903721613,0.3591209803923028,0.0,0.0,0.25,7.29,282.039,0.7954545454545454,0.0,0.5909090909090909,2.79,0.0,0.0,0.1666666666666666,2.4,0.0,0.046737620392274,0.0504039388632771,1.0,4.53978687024344e-05,358.0078840931847,6.142485587023127e-31
5f1f3581b5cf3e103cc545c9,1031.882,3.95,1.5118178528972936,0.617593159436439,0.0002768505246033,0.0,0.0,0.1333333333333333,43.33,0.0,0.0,0.0,0.1742424242424242,264.75,0.0,0.486361355805591,0.1088640970123005,0.0,0.0,0.0833333333333333,16.85,689.277,0.0,0.0075757575757575,0.2424242424242424,10.55,0.0,0.0,0.1666666666666666,20.34,1.0,0.2753230592694047,4.53978687024344e-05,-0.3518584357516882,0.6751732146666977,388.8059438685925,1.973015153475195e-17
63d42387aba51e699ab9ce5c,640.219,4.05,1.943481063470338,-0.0190719185398519,0.92031942183824,0.0,0.0,0.0833333333333333,10.68,2.0,0.4318181818181818,0.0075757575757575,0.1136363636363636,65.07,0.0,0.4943049154090927,0.1023567257868151,0.0,0.0,0.4166666666666667,8.88,283.1,0.6590909090909091,0.0075757575757575,0.0681818181818181,2.88,0.1666666666666666,0.0,0.0,4.94,0.0,0.0618261402294297,4.53978687024344e-05,0.0927938251289243,0.3885394222689564,422.2524816544758,0.0215933856851956
5fa935b3d330fa0429da624a,629.818,3.75,2.071804257490541,0.7499000732791516,1.8390782904718e-06,0.0,0.0,0.1333333333333333,48.18,1.0,0.0303030303030303,0.0,0.2045454545454545,53.46,0.0,0.5947618842394494,0.0413683510900966,0.0,0.0,0.0833333333333333,21.93,389.613,0.0075757575757575,0.0,0.2348484848484848,2.54,0.0,0.0,0.0,5.89,0.0,0.4349107159562833,0.2864335444437942,0.8046824094243208,0.2063066079630248,375.5686052018996,3.019227136438507e-23
63d97863bc1e08294519edd8,529.461,4.916666666666667,2.085394460646996,0.8246610189873641,2.101258625800485e-08,0.0,0.0,0.0833333333333333,6.31,0.0,0.2803030303030303,0.0,0.6742424242424242,78.72,0.0,0.1524314076742539,0.636256996486774,0.0,0.0,0.1666666666666666,13.91,384.577,0.2348484848484848,0.0,0.6666666666666666,4.38,0.0,0.0,0.0,17.37,0.0,0.1037984061342855,0.0291161245266533,-1.0,4.53978687024344e-05,404.2098612303611,1.2639583866403378e-10
60fefd59226b2b1d87bc36db,776.367,1.0333333333333334,0.2581988897471614,,,0.0666666666666666,0.0166666666666666,0.95,13.69,0.0,0.1969696969696969,0.0227272727272727,0.5,105.48,0.0,,,0.0833333333333333,0.0,0.9166666666666666,65.98,802.65,0.0151515151515151,0.0303030303030303,0.3106060606060606,20.0,0.0,0.1666666666666666,0.1666666666666666,223.45,0.0,0.1340418399281538,0.0104536235888615,-0.0232313175192166,0.0330954928975462,397.6259545208866,1.529908802770785e-13
5f5691fb24d1090e6bcdf1ec,533.771,3.55,1.048404760754586,0.4613328389982579,0.0102873230589324,0.0,0.0,0.35,6.48,1.0,0.303030303030303,0.0,0.3106060606060606,65.52,0.0,0.6497768890146263,0.0221908786888905,0.0,0.0,0.25,5.4,443.622,0.1363636363636363,0.0,0.1590909090909091,9.91,0.0,0.0,0.1666666666666666,33.45,0.0,0.3728258102008323,0.090441088173562,-0.2107282754763738,0.4929564977403199,397.5263508954145,1.3824297446512981e-13
5d5606cd4171ec00182e2b15,389.871,3.25,0.5407151573203143,0.2268886218837166,0.2279267968596655,0.0,0.0,0.75,3.28,0.0,0.6893939393939394,0.0,0.8636363636363636,47.87,0.0,,,0.0,0.0,0.9166666666666666,8.25,326.668,0.7727272727272727,0.0075757575757575,0.7121212121212122,5.8,0.1666666666666666,0.0,0.3333333333333333,4.92,1.0,0.2764119671936967,0.0481648709573771,1.0,4.53978687024344e-05,346.4350927264363,5.347533919225738e-36
6162341a644c08d5cca4b7bb,523.927,3.183333333333333,1.0968625003311805,0.4253930554067385,0.0191019892840541,0.0,0.0,0.2333333333333333,17.78,0.0,0.0606060606060606,0.0,0.2727272727272727,51.19,0.0,-0.0809212292453344,0.8025864057058026,0.0,0.0,0.25,7.42,481.351,0.0303030303030303,0.0,0.2575757575757575,4.06,0.0,0.0,0.1666666666666666,31.98,0.0,0.272786950884637,0.0418592881962318,-0.4132507519963515,0.3942315417681624,414.20278339121086,3.771419080947192e-06
6400de8f305c51d03c2a9a0e,816.815,5.4,1.3802480739934808,0.4936740850752614,0.0055643168165666,0.0,0.0,0.0166666666666666,26.24,0.0,0.0909090909090909,0.0,0.1969696969696969,143.88,0.0,0.0789747189738984,0.8072553386155871,0.0,0.0,0.0833333333333333,11.4,380.175,0.2424242424242424,0.0,0.1818181818181818,1.94,0.0,0.0,0.0,8.9,0.0,0.378721629121224,0.4477051841836802,-0.4281507137238793,0.9017706980273535,375.8682198092183,4.086149164018573e-23
5b184f9768a5ed0001734190,736.278,4.416666666666667,1.5103222988248846,0.5745300136863962,0.0008988646354134,0.0,0.0,0.15,21.22,0.0,0.0227272727272727,0.0,0.2878787878787879,122.82,0.0,0.4468025265182714,0.1453423438642939,0.0,0.0,0.3333333333333333,22.2,720.175,0.0151515151515151,0.0,0.2196969696969697,214.37,0.0,0.0,0.5,41.08,0.0,0.1601012273775901,0.1981148261324497,-0.3259731484618821,0.6498464847454265,410.06630317552606,5.1736308677574033e-08
56b8de29e1d0a200051517f8,763.058,4.566666666666666,0.8899946041860172,0.8136647524234173,4.579825127880882e-08,0.0,0.0,0.3166666666666666,32.85,0.0,0.0454545454545454,0.0,0.5454545454545454,162.0,0.0,0.4029033148052781,0.1940797556271193,0.0,0.0,0.1666666666666666,19.72,412.837,0.0,0.0,0.6893939393939394,9.92,0.0,0.0,0.1666666666666666,15.4,0.0,0.2482405059872748,0.168234301618742,-0.002109671983898,0.9999546021312976,371.6139083231518,5.571301680124412e-25
63fba157c9ebcb0ba6397872,709.488,5.35,2.4689598441174385,0.6511003088525054,9.76208250050312e-05,0.0,0.0,0.1333333333333333,8.31,0.0,0.0378787878787878,0.0,0.2954545454545454,67.76,0.0,0.1592782150046159,0.6209861007087403,0.0,0.0,0.25,16.76,377.702,0.303030303030303,0.0,0.3333333333333333,2.81,0.0,0.0,0.3333333333333333,10.03,0.0,0.3797083437746903,0.2038019203186087,0.9090875166826976,0.3027605163105721,399.5723512111805,1.1104434188469746e-12
63e802622f8052bd67d6c5f0,674.558,5.6,2.82362911090182,-0.5114739263443429,0.0038668122336611,0.0,0.0,0.3,26.26,0.0,0.1439393939393939,0.0,0.4242424242424242,105.74,0.0,-0.0321287731560999,0.9210418195244392,0.0,0.0,0.4166666666666667,17.66,381.973,0.0151515151515151,0.0,0.2954545454545454,5.63,0.0,0.0,0.0,11.98,0.0,0.1565757750676821,4.53978687024344e-05,0.9034042764022016,0.385011747952635,405.48793091882567,4.677618186702835e-10
63d413840c9c512ac3dfc533,638.082,4.15,1.5162956645631087,-0.1941033722962929,0.3040487696223591,0.0166666666666666,0.0,0.2166666666666666,11.04,1.0,0.0075757575757575,0.0,0.3181818181818182,80.82,0.0,0.1583648079768245,0.6230155754666101,0.0833333333333333,0.0,0.0,11.57,343.548,0.1212121212121212,0.0,0.6363636363636364,1.12,0.0,0.0,0.0,8.36,0.0,0.3081945992086736,0.2665247532388743,1.0,4.53978687024344e-05,336.69661837268603,2.9763035735185366e-40
63ed15bed4665c62d9e6dbb2,411.824,2.3833333333333333,1.9053151940559776,0.4785080880676954,0.0074765168167419,0.0,0.0,0.4,3.82,0.0,0.8106060606060606,0.0,0.5757575757575758,29.82,0.0,0.916213618401286,2.8215327719581432e-05,0.0,0.0,0.3333333333333333,3.23,1424.679,0.8484848484848485,0.0,0.5075757575757576,922.96,0.0,0.0,0.0,159.6,0.0,0.1042928312594714,0.0789766086166005,-0.4898071837890513,0.6111409996758306,416.09687929867255,2.7410346768739097e-05
63e1f5009f56fcb831963f19,906.39,6.25,1.1442561050299471,0.3013803229406062,0.1055609874249736,0.0,0.0,0.2833333333333333,30.02,0.0,0.2348484848484848,0.0075757575757575,0.1893939393939394,265.12,0.0,0.1535963434938927,0.633649367929458,0.0,0.0,0.25,25.02,690.201,0.3106060606060606,0.0227272727272727,0.2272727272727272,33.06,0.0,0.0,0.1666666666666666,74.28,0.0,0.004670687821777,0.0063502071691793,0.0623089696281669,4.53978687024344e-05,424.0696293689251,0.1997831381467103
5c4e31b37065de00011f795d,1593.979,4.566666666666666,1.807392228230128,0.6217335110735461,0.0002449666916678,0.0,0.0,0.25,39.76,0.0,0.0,0.0757575757575757,0.6742424242424242,160.7,0.0,0.7488989887350418,0.0050645791061043,0.0,0.0,0.0833333333333333,37.06,1070.254,0.0,0.0606060606060606,0.7424242424242424,65.57,0.0,0.1666666666666666,0.6666666666666666,53.38,0.0,0.5454619197325272,0.290206749305945,-1.0,0.9999546021312976,260.4497347655472,1.6823242755774012e-73
572041d6fd3a5200093c1295,505.798,5.266666666666667,2.4965512936012195,0.3488377084108927,0.0588500075520208,0.0,0.0,0.1666666666666666,14.91,0.0,0.4090909090909091,0.0,0.4924242424242424,71.62,0.0,0.1377886860987578,0.6693491116866026,0.0,0.0,0.5,12.59,311.041,0.6818181818181818,0.0,0.6515151515151515,2.0,0.0,0.0,0.1666666666666666,11.1,0.0,0.0566797854941769,0.1432741179479433,0.3737552950661303,0.9999546021312976,409.5638651390496,3.0815384923133946e-08
63d41088860131e49a85cfac,687.954,6.166666666666667,1.250988309862418,0.1355444756866129,0.475123373927046,0.0,0.0,0.1,20.66,0.0,0.0,0.0,0.0606060606060606,267.05,1.0,0.461436315305594,0.1310445160672922,0.0,0.0,0.0833333333333333,5.84,440.54,0.0833333333333333,0.0,0.1590909090909091,17.55,0.0,0.0,0.0,18.78,0.0,0.0518563480601619,0.0204731143869048,0.1739439545300397,4.53978687024344e-05,408.0810604130739,6.696250359681763e-09
6400e1e1c539ed3882af8d8f,1088.212,5.383333333333334,0.5237306419436758,0.8214141401212167,2.6592970049038687e-08,0.0,0.0,0.5833333333333334,17.65,0.0,0.0,0.0,0.4166666666666667,160.76,0.0,0.6295412064573487,0.0282638819475737,0.0,0.0,0.4166666666666667,88.53,886.013,0.0,0.0,0.3257575757575757,23.12,0.0,0.0,0.0,112.34,1.0,0.381212926149066,0.0621254076650281,-1.0,0.9995531766392178,342.41702885903845,9.384602174401128e-38
63f2e107c4d0bc684b99d2c6,686.409,3.733333333333333,1.8582538428946596,0.3375581629574942,0.0681087543178551,0.0,0.0,0.5,17.18,0.0,0.3787878787878788,0.0,0.7424242424242424,124.84,0.0,0.7887638393343204,0.0022947980026875,0.0,0.0,0.25,32.57,405.341,0.2954545454545454,0.0,0.6287878787878788,3.21,0.0,0.0,0.8333333333333334,17.66,0.0,0.1356996507790482,0.0064482525099212,0.3039979931523047,0.839701305094819,410.6933451290083,9.884244271140777e-08
5f43ef4041bb5f11a27aa07e,722.537,4.35,2.0897246595047814,0.7084589760780385,1.1831239691088282e-05,0.0,0.0,0.1,11.52,0.0,0.0075757575757575,0.0,0.1818181818181818,106.78,0.0,0.4226863063164389,0.1710184272511496,0.0,0.0,0.0,10.0,541.79,0.0151515151515151,0.0,0.2196969696969697,17.05,0.0,0.1666666666666666,0.1666666666666666,40.69,0.0,0.2038645699314438,0.0957921802622571,0.2512613397027197,0.7131291304876709,405.4097905060236,4.317736222425229e-10
